company_masked,old_value
1833,"Credit Cards, 3D Animation, Disaster Relief, Fantasy Sports, Philosophy, Social Work, Personal Branding, International Law, ESG, Satellite Technology, Journalism, Alcoholic Beverages, Tutoring, SaaS"
1834,"AI & Machine Learning, Horse Racing, Workplace Safety, Tennis, FMCG, Football, Development, Student Loans, IT Infrastructure"
1835,"Nightlife, Longevity Science, Banking, Land Development, Sustainable Housing, Life Coaching"
1836,"Music Industry, Fundraising, Augmented Reality, Insurance, Journalism, Power Distribution, Gardening & Landscaping, Indie Filmmaking, Children’s Digital Rights"
1837,"Mental Health Awareness, Diversity & Inclusion, Motorsport, Renewable Energy"
1838,"Special Education, Herbal Remedies, Influencer Marketing, Geothermal Energy, Workplace Safety, Wealth Management, Crowdfunding, Home Automation, Horse Racing, Luxury Goods, Food Processing, Smart TVs, Sustainable Fashion, Architecture, Hydroelectric Power"
1839,"Personal Training, Social Media Regulation, Casino Gaming, Homeopathy, Adventure Sports, Fitness Tech, Fashion Industry, Franchising, Private Equity, Nuclear Energy"
1840,"Tarot Reading, Research & Development, Gaming"
1841,"Private Equity, Automotive, Knowledge Management, Coffee & Tea Industry, Augmented Reality"
1842,"Space Exploration, Adventure Sports, Alcoholic Beverages, Finance, Online Safety, Credit Cards, FinTech, NGO, Social Media Regulation, Construction, Personal Branding, Defense & Military, Pharmaceuticals, Microfinance"
1843,Consumer Electronics
1844,"Compliance & Regulations, Tennis, FMCG, Gardening & Landscaping"
1845,"Traditional Chinese Medicine, Astrology, Wealth Management, Defense & Military, Human Resources, Music Industry, Gardening & Landscaping"
1846,"Special Education, Investment, Higher Education, Sustainability, Esports, Estate Planning"
1847,"Sports, Tarot Reading, Retail, Cyberwarfare"
1848,"FinTech, Smart Grids, Special Education, Wholesale, Digital Twins, Leadership Training, Mobile Gaming, Tutoring, FMCG, Finance, Recruitment"
1849,"Betting Strategies, SaaS, Cyberwarfare, Gaming Consoles, Archaeology, Vegan & Organic Foods, Freelancing, Immigration Services, Tax Consulting, Ayurveda, Casinos, Hunting & Fishing, Nightlife, Self-Publishing"
1850,"Interior Design, Financial Inclusion, Private Equity, Event Management, Food Processing, Education Technology, Renewable Construction Materials, Coworking Spaces, Cultural Heritage, Skincare"
1851,"Remote Work Solutions, Online Betting, Mindfulness & Meditation, Microfinance, Meat Processing, Land Development, Movies & Entertainment, Psychology, Audio Equipment, Banking"
1852,"Space Tourism, Vegan & Organic Foods, Cybersecurity, Anthropology, Coworking Spaces, Cultural Heritage"
1853,"Anti-Money Laundering, Solar Energy, Mobile Gaming, Spirituality, Food Processing"
1854,"Fashion Industry, Satellite Technology, Copywriting"
1855,"Digital Identity, Journalism, Entrepreneurship, FMCG, Metaverse, Accounting Services, Anti-Money Laundering, Private Jets"
1856,"Dropshipping, Tennis, Wind Energy, Fraud Detection, Football"
1857,"Renewable Agriculture, Fitness Tech, Open Source Software, Luxury Goods, Tutoring, Agriculture, Waste Management"
1858,"Firearms & Ammunition, Privacy & Data Protection, Movies & Entertainment, Anti-Money Laundering, Logistics, Digital Forensics, Biotechnology Startups, Football, Public Relations, Digital Identity, Copywriting, Small Business Management, Fisheries"
1859,"Jewelry, Transhumanism, Music Production, Lottery, Membership Sites, IoT"
1860,"Diet & Nutrition, Stock Markets, Augmented Reality, Event Management, Open Source Software"
1861,"Public Relations, Education Technology, Cyberwarfare, Horse Racing, Affiliate Marketing, Content Creation, Employee Benefits, Personal Training, Annuities & Pensions, Crowdsourcing, Ayurveda, Open Source Software, High-Fashion Brands, Neobanks, Student Loans"
1862,"Herbal Remedies, Biometric Authentication, Gaming Consoles, Digital Nomad Lifestyle, Sustainability, Hi-Fi & Vinyl, Perfumes, Gaming, Facial Recognition, High-Stakes Poker, Adventure Sports, Indie Game Development, Intellectual Property, Carbon Offsetting"
1863,"Digital Marketing, Tarot Reading, Business Intelligence, Cybersecurity, Adventure Sports, Neobanks, Accounting Services, Beauty & Cosmetics, PPC Advertising, Genetic Engineering, Yoga & Wellness, Remote Work Productivity, Recycling Industry"
1864,"IT Infrastructure, Consumer Electronics, Biometric Authentication, Geothermal Energy, Psychology, Small Business Management, Cyberwarfare, Immigration Services"
1865,"Casinos, Fitness Tech, Smart Grids, Philanthropy, Smart Cities, Cloning & Stem Cell Research, Hunting & Fishing, High-Stakes Poker, Crowdsourcing, Nuclear Energy, Entrepreneurship, Furniture Industry, Precious Metals, Compliance & Regulations"
1866,"Fundraising, Fisheries"
1867,"Wearable Devices, Gambling, Urban Planning, Nuclear Energy, Spirituality"
1868,"Geothermal Energy, Public Relations, Sports, Small Business Management, FMCG, Higher Education"
1869,"Big Data Analytics, Home Automation, Startups, Ride-Sharing, UFO Studies, Digital Nomad Lifestyle"
1870,"Digital Identity, Finance, Social Work, Music Industry, Self-Publishing, SaaS, Stock Markets, Test Preparation, Reputation Management, Pest Control, Aerospace, Gaming Consoles, Public Policy, Climate Change, Loan Management"
1871,"IT Infrastructure, Virtual Reality, Compliance & Regulations, Data Science, Nightlife"
1872,"Gig Economy, Hi-Fi & Vinyl, Sustainability, Public Policy, Private Jets, Renewable Agriculture, Sound Engineering, Space Tourism"
1873,"DIY & Home Improvement, Aerospace, Corporate Social Responsibility, Circular Economy, Watches, Education, Blockchain, Voice Acting, Semiconductor Industry"
1874,"Electric Vehicles, Fitness Tech, Agriculture, Skincare, UFO Studies, Estate Planning, Cloud Computing, Indie Game Development"
1875,"Cybersecurity, Biometric Authentication, Neobanks, Sound Engineering, Smart Cities, NFTs, Intellectual Property, Cloning & Stem Cell Research, Freelancing, Horse Racing, Smartwatches, Disaster Relief, Education, Crowdfunding"
1876,"Textiles, Mindfulness & Meditation, Firearms & Ammunition, Extraterrestrial Life Research, Tutoring, Private Jets, Steel, Semiconductor Industry, Business Intelligence, Jewelry, Social Work, Remote Work Productivity, Remote Work Solutions"
1877,Intellectual Property
1878,"E-commerce, Satellite Technology, Crowdfunding, Wind Energy, Digital Storytelling"
1879,"Public Relations, Online Betting, Cybersecurity"
1880,"Nuclear Energy, Humanitarian Aid, NGO, Watches, Genetic Engineering, Medical Devices, Affiliate Marketing, Restaurants, Dropshipping, Crisis Management, Retirement Planning, Reputation Management"
1881,"Mining Industry, Social Media, Estate Planning, Education Technology, Stock Markets, Reputation Management, High-Fashion Brands"
1882,"Aerospace, Digital Twins, Board Games, Big Data Analytics, Private Equity, Pest Control, Home Automation, Life Coaching, Carbon Offsetting, Crowdsourcing, Autonomous Vehicles, Offshore Oil & Gas, Cultural Heritage, Gig Economy, Mindfulness & Meditation"
1883,"Real Estate Investment Trusts, Basketball"
1884,Higher Education
1885,"Business Intelligence, Sustainability, Home Automation"
1886,"Cultural Heritage, Think Tanks, Carbon Offsetting, Recruitment, Smart Cities, Search Engine Optimization, K-12 Education, Public Policy"
1887,"Insurance, Social Work, Book Publishing, Online Betting, Casino Gaming, Online Learning, Transhumanism, Smart Homes, Reputation Management, Music Industry, Biotechnology"
1888,"Finance, Children’s Digital Rights, Metaverse, Sustainable Fashion"
1889,"Movies & Entertainment, Franchising, Nightlife, Autonomous Vehicles, Personal Training, Traditional Chinese Medicine, Interior Design, Archaeology, Betting Strategies, Hospitals, UFO Studies, Legal Tech"
1890,"International Law, Skincare, Offshore Oil & Gas, Casino Gaming, Biotechnology, Digital Twins, Test Preparation, Credit Cards"
1891,"Audio Equipment, Healthcare, Podcasting, Voice Acting, Climate Change, Think Tanks, Defense & Military, Digital Banking"
1892,"Test Preparation, Genetic Engineering, Betting Strategies, Precious Metals, Banking"
1893,"Architecture, Knowledge Management, AI Ethics, Workplace Safety, Hardware Manufacturing, Real Estate, Cybersecurity, Sustainable Fashion, Cloud Computing, Fitness Tech"
1894,"Loan Management, Waste Management, NGO"
1895,"Traditional Chinese Medicine, Payroll Management, Psychology, Public Housing, Fitness Tech, Mobile Gaming, NGO, Cryptocurrency Mining, Gardening & Landscaping, Hunting & Fishing, Social Media Regulation"
1896,"Crowdfunding, Wearable Payments, NGO"
1897,"Cryptozoology, Aerospace, Jewelry"
1898,International Law
1899,"Medical Devices, Crisis Management"
1900,"Surveillance, IoT, Biotechnology, Smartwatches, Anthropology, Archaeology, Marine Technology, FMCG, Fraud Detection, Bioethics, Ayurveda"
1901,"NFTs & Digital Art, IoT, Defense & Military, Facial Recognition, FMCG, UFO Studies, Streaming Platforms, Diversity & Inclusion, Climate Change, Public Policy"
1902,"Semiconductor Industry, Lottery, Algorithmic Bias"
1903,Paranormal Investigations
1904,"Big Data Analytics, DIY & Home Improvement, Tax Consulting, Hospitals"
1905,"Sustainable Housing, Research & Development, Personal Branding"
1906,"Fitness Tech, NGO, Streaming Services, Social Work, Student Loans, Digital Law, Influencer Marketing, Tarot Reading, Footwear, ESG, Steel, Smart Cities"
1907,"Indie Game Development, Privacy & Data Protection, Climate Change, Sustainable Housing, Mobile Gaming, Yoga & Wellness, Online Course Creation"
1908,"Biohacking, Fitness Tech, Special Education, Lobbying, Voice Acting, Subscription Services, Footwear, Accounting Services, Gig Economy, Mars Colonization, Augmented Reality"
1909,"Recycling Industry, Restaurants, Traditional Chinese Medicine, Carbon Offsetting, Philosophy, Solar Energy, Smart Cities, DIY & Home Improvement, Biohacking, Marine Technology, Immigration Services, Textiles, Nuclear Energy, Anti-Money Laundering, AI & Machine Learning"
1910,"Coworking Spaces, Fitness Tech, Philanthropy, Art Market, Football, Cryptozoology, Geothermal Energy, Perfumes, Coffee & Tea Industry"
1911,"Music Production, Philanthropy, Accounting Services"
1912,"Facial Recognition, Surveillance, Membership Sites, Movies & Entertainment, Music Production, FMCG, Pharmaceuticals, Yachting, Board Games"
1913,"Pharmaceuticals, Home Security, Mental Health Awareness"
1914,"Meat Processing, Urban Planning, Smart Grids, Sustainable Housing, Philosophy, Intellectual Property, Tennis, Neobanks, Ethical Hacking"
1915,"Carbon Offsetting, Waste Management, Footwear, E-commerce, Sustainability, Accounting Services, Nightlife, Semiconductor Industry, Solar Energy, Coffee & Tea Industry, Online Betting, Cloning & Stem Cell Research, Land Development, Mobile Gaming, Basketball"
1916,"Social Work, Horse Racing, Genetic Engineering, Defense & Military, Vegan & Organic Foods, Freelancing, Casinos, Special Education, Voice Acting, UFO Studies, Anthropology, Real Estate, Indie Game Development, Hunting & Fishing"
1917,"Government Affairs, Football, Geothermal Energy, Data Science, Hi-Fi & Vinyl, Space Exploration, Gig Economy, Fundraising, Renewable Construction Materials, Community Building, IT Infrastructure, Student Loans, Mindfulness & Meditation, Traditional Chinese Medicine"
1918,"Fisheries, Herbal Remedies"
1919,Gig Economy
1920,Perfumes
1921,"Hunting & Fishing, Indie Game Development, SETI, Autonomous Vehicles, Human Resources, Fraud Detection, Legal Tech, Solar Energy, Engineering, Wearable Devices, Gardening & Landscaping, Renewable Agriculture, Climate Change"
1922,"Auditing, Cultural Heritage, Algorithmic Bias, Surveillance, K-12 Education, Fundraising, Gaming"
1923,"Content Creation, Humanitarian Aid, Football, Test Preparation, Movies & Entertainment, Special Education, Fitness Tech, Banking, Employee Benefits, Retail, Gardening & Landscaping, Medical Devices, Climate Change, Online Course Creation, Hunting & Fishing"
1924,"Dropshipping, Tax Consulting, Remote Work Productivity, Robotics, Immigration Services, Venture Capital, Subscription Services"
1925,"Digital Forensics, Space Exploration, Psychology, Diet & Nutrition, Social Media Regulation, Blockchain, Corporate Governance, ESG, Cyberwarfare, Streaming Platforms, Precious Metals, Insurance, Biohacking"
1926,"ESG, PPC Advertising"
1927,"Skincare, Home Security, Luxury Goods, Art Market, International Law, Hydroelectric Power, Recycling Industry, Public Transport, Gig Economy, Humanitarian Aid, Augmented Reality, Recruitment, Social Media, Corporate Governance"
1928,"Event Management, Compliance & Regulations, Music Production, Textiles, Government Affairs, Land Development, Education"
1929,"Meat Processing, Student Loans, Open Source Software, Investment, Architecture"
1930,"Art Market, Data Science, Homeopathy, Astrology, Cyberwarfare, Luxury Goods, Psychology, Charity Organizations, DIY & Home Improvement"
1931,"Social Media, Yoga & Wellness, Watches, 3D Printing, Geothermal Energy, Entrepreneurship, Financial Inclusion, Research & Development, Book Publishing, Cybersecurity, Payroll Management, Vegan & Organic Foods"
1932,"Philosophy, International Law, Board Leadership, Home Automation, UFO Studies, Hospitals, Esports, Gambling, Wearable Devices, Interior Design, Indie Filmmaking, Precious Metals"
1933,"Digital Marketing, Entrepreneurship, Estate Planning"
1934,"Retirement Planning, Pest Control, Land Development, Coworking Spaces, Recycling Industry, Development, Human Resources, Public Relations, Solar Energy"
1935,"Casino Gaming, Marine Technology, Real Estate, Alcoholic Beverages, Watches, Wind Energy"
1936,"Higher Education, Robotics, 3D Animation, Influencer Marketing, Podcasting, Special Education, Humanitarian Aid, Sports, Remote Work Productivity, Smart TVs, Ethical Hacking, Engineering, Bioethics, AI Ethics, Betting Strategies"
1937,"Sports, Digital Identity, Traditional Chinese Medicine, Basketball, Employee Benefits, Paranormal Investigations, Nuclear Energy, Digital Law, Facial Recognition, Healthcare"
1938,"Government Affairs, Diversity & Inclusion, Cloning & Stem Cell Research, Carbon Offsetting, Semiconductor Industry, Watches, Co-Working Spaces, Children’s Digital Rights, Recruitment, Wealth Management, SETI, Online Learning, Neobanks, Venture Capital, Surveillance"
